,quality
5457,6
5909,6
441,6
5798,6
3567,6
3621,6
2559,6
2724,6
3533,6
1367,6
2585,6
4929,6
4104,6
118,6
1794,6
5972,6
5208,6
2663,6
3437,6
5470,6
6098,6
1146,6
6048,6
2218,6
884,6
3838,6
3079,6
1825,6
2594,6
3847,6
5676,6
4135,6
3051,6
2196,6
4636,6
803,6
6184,6
1291,6
340,6
499,6
4082,6
3603,6
4947,6
886,6
4641,6
4317,6
4611,6
5861,6
4645,6
4782,6
5857,6
3751,6
983,6
2851,6
5820,6
5747,6
172,6
4608,6
4880,6
4749,6
3879,6
3333,6
5306,6
3339,6
1112,6
5376,6
3398,6
4339,6
1967,6
3142,6
3778,6
5439,6
5986,6
4047,6
5729,6
695,6
5588,6
4422,6
2858,6
5692,6
1608,6
397,6
5424,6
4453,6
4883,6
6480,6
102,6
3194,6
2691,6
5005,6
6040,6
4949,6
3276,6
6101,6
342,6
1956,6
708,6
3362,6
4878,6
2926,6
5805,6
223,6
3188,6
1715,6
3798,6
5568,6
4520,6
5956,6
4555,6
882,6
5674,6
3846,6
1682,6
5720,6
99,6
1230,6
2821,6
1778,6
780,6
4915,6
6118,6
5940,6
6075,6
5714,6
3266,6
3863,6
4920,6
5172,6
1831,6
4751,6
918,6
5869,6
347,6
6360,6
1297,6
2634,6
5679,6
4943,6
5680,6
5010,6
1530,6
276,6
2375,6
3592,6
1274,6
1898,6
4946,6
6223,6
6225,6
1101,6
3055,6
5284,6
3891,6
6033,6
5656,6
5097,6
2517,6
6288,6
2109,6
5027,6
1571,6
5070,6
1647,6
406,6
6357,6
5776,6
3876,6
5487,6
2497,6
1409,6
5896,6
2981,6
5479,6
6391,6
5301,6
3628,6
4548,6
4081,6
653,6
2888,6
6275,6
4137,6
726,6
5833,6
2769,6
235,6
5065,6
6398,6
5404,6
1630,6
1313,6
3183,6
4839,6
2433,6
5608,6
5144,6
4343,6
5573,6
3049,6
325,6
6367,6
748,6
1292,6
5537,6
2425,6
5402,6
2111,6
5971,6
2208,6
5240,6
4026,6
3171,6
3944,6
3399,6
3669,6
2057,6
985,6
388,6
816,6
3761,6
2468,6
1045,6
2306,6
4948,6
3663,6
1899,6
4460,6
5206,6
6186,6
5182,6
5465,6
2182,6
2315,6
5042,6
3382,6
5125,6
1011,6
1658,6
844,6
3631,6
2930,6
2700,6
5112,6
3167,6
2480,6
6034,6
336,6
3670,6
5708,6
5625,6
226,6
268,6
1959,6
1017,6
543,6
1943,6
5113,6
5901,6
6415,6
5058,6
5230,6
467,6
4939,6
4458,6
355,6
4794,6
5842,6
649,6
2216,6
365,6
4989,6
3834,6
3084,6
1171,6
998,6
3499,6
2914,6
4088,6
5873,6
1407,6
5775,6
5221,6
1158,6
4940,6
3374,6
2263,6
5767,6
5324,6
3997,6
3403,6
2603,6
4582,6
3627,6
3024,6
3518,6
6151,6
4143,6
5334,6
3411,6
894,6
1456,6
5211,6
4958,6
5229,6
1073,6
371,6
3604,6
3612,6
2477,6
5456,6
3470,6
2221,6
3529,6
3020,6
4098,6
5712,6
5623,6
6197,6
2998,6
2046,6
3849,6
1121,6
3008,6
33,6
2274,6
4091,6
1151,6
3192,6
1669,6
6340,6
3961,6
4746,6
4499,6
5624,6
1411,6
5253,6
6129,6
5981,6
2689,6
4928,6
2084,6
2951,6
6359,6
530,6
3556,6
4433,6
4604,6
5310,6
2988,6
5979,6
4022,6
6473,6
1026,6
6482,6
5518,6
4800,6
4820,6
2807,6
3516,6
756,6
4423,6
5529,6
5751,6
5687,6
3170,6
6188,6
579,6
2857,6
191,6
1454,6
3048,6
3336,6
5296,6
5657,6
3230,6
4517,6
6139,6
1117,6
729,6
2755,6
696,6
804,6
5828,6
4701,6
1054,6
4116,6
3946,6
5544,6
5585,6
1649,6
1180,6
4780,6
1912,6
3788,6
4923,6
3376,6
1754,6
5801,6
6149,6
556,6
2210,6
3144,6
4546,6
4474,6
1173,6
544,6
6222,6
4424,6
2346,6
4350,6
4930,6
6323,6
1627,6
5907,6
3381,6
911,6
4290,6
5808,6
2758,6
5239,6
1109,6
4314,6
4913,6
5922,6
5859,6
6335,6
1599,6
4107,6
2410,6
5059,6
6460,6
6417,6
2087,6
4966,6
4142,6
5607,6
1802,6
1139,6
2471,6
5093,6
3315,6
474,6
2100,6
2910,6
1316,6
3562,6
3119,6
5132,6
324,6
4950,6
3214,6
4734,6
3098,6
1168,6
3146,6
5846,6
2344,6
1185,6
1497,6
3293,6
86,6
3980,6
2938,6
3,6
3819,6
3820,6
372,6
3294,6
2203,6
5171,6
6392,6
5087,6
5515,6
1080,6
3810,6
2623,6
5827,6
5232,6
6192,6
2010,6
4389,6
6190,6
3752,6
1399,6
2007,6
3805,6
3316,6
4363,6
3348,6
878,6
6131,6
4753,6
923,6
6052,6
5771,6
2164,6
1094,6
1404,6
2877,6
2990,6
5737,6
3215,6
5839,6
1728,6
4144,6
4490,6
4571,6
3503,6
3193,6
5965,6
5035,6
2112,6
3982,6
1153,6
5967,6
3594,6
5425,6
1820,6
701,6
6049,6
4704,6
2762,6
4348,6
3342,6
2925,6
4835,6
528,6
3641,6
1463,6
3442,6
1914,6
3565,6
4488,6
380,6
489,6
1282,6
6466,6
6134,6
5848,6
6337,6
4970,6
1632,6
4614,6
1326,6
3480,6
932,6
6182,6
1808,6
1236,6
2385,6
5090,6
3268,6
4687,6
6318,6
4791,6
3162,6
3217,6
3269,6
1639,6
4345,6
5885,6
3831,6
1266,6
5454,6
2609,6
6479,6
2687,6
1709,6
3127,6
4010,6
3926,6
4362,6
2407,6
239,6
6243,6
5274,6
4292,6
2014,6
3023,6
4067,6
5111,6
6219,6
777,6
4508,6
3513,6
2275,6
2835,6
1082,6
1944,6
3687,6
1591,6
3373,6
4025,6
2389,6
3159,6
5613,6
277,6
5944,6
6028,6
4276,6
429,6
5677,6
1126,6
768,6
4627,6
1515,6
3686,6
4936,6
3791,6
4078,6
2069,6
1277,6
398,6
3332,6
3527,6
5323,6
2824,6
6181,6
4341,6
6206,6
1390,6
1195,6
4859,6
2329,6
5609,6
1339,6
4441,6
4463,6
4721,6
1154,6
3870,6
1600,6
2093,6
2360,6
4938,6
6334,6
4080,6
4743,6
5789,6
434,6
6086,6
1237,6
2695,6
6390,6
1789,6
788,6
2270,6
6159,6
5612,6
2729,6
5840,6
919,6
2307,6
159,6
4159,6
4110,6
2395,6
3466,6
6114,6
3057,6
5238,6
2404,6
4425,6
5451,6
6169,6
2861,6
2396,6
6091,6
5963,6
3349,6
3552,6
3417,6
1606,6
3510,6
3370,6
709,6
6321,6
2269,6
4709,6
5634,6
5186,6
6461,6
658,6
3856,6
4288,6
3684,6
2797,6
2254,6
5793,6
737,6
1654,6
2487,6
4638,6
1455,6
2859,6
4690,6
3744,6
4383,6
4326,6
5416,6
1689,6
4644,6
1552,6
5905,6
5417,6
150,6
4616,6
3998,6
6020,6
697,6
2085,6
1213,6
3045,6
2802,6
4752,6
1410,6
2199,6
1244,6
5251,6
3200,6
5807,6
35,6
1927,6
853,6
3495,6
2969,6
4404,6
1918,6
5432,6
2485,6
3814,6
6257,6
4810,6
3126,6
4333,6
5054,6
1170,6
2136,6
5030,6
1935,6
4275,6
5086,6
6297,6
4071,6
5400,6
2142,6
5850,6
2699,6
2913,6
1335,6
4983,6
2347,6
4514,6
5460,6
4201,6
1543,6
1441,6
6425,6
3197,6
935,6
1504,6
1596,6
1143,6
4625,6
312,6
5871,6
4965,6
3708,6
5597,6
5795,6
3643,6
2356,6
3955,6
1329,6
484,6
4129,6
6179,6
4974,6
1445,6
5690,6
1512,6
5558,6
6030,6
2168,6
6258,6
5244,6
6204,6
4691,6
1046,6
2091,6
4576,6
1020,6
6021,6
5589,6
4280,6
2756,6
6227,6
451,6
3234,6
5210,6
2174,6
5732,6
5358,6
2310,6
3601,6
2901,6
6283,6
6465,6
3426,6
5787,6
6381,6
5346,6
3524,6
2127,6
5469,6
6441,6
4168,6
3076,6
5800,6
2071,6
3817,6
1490,6
548,6
3975,6
4854,6
2200,6
1590,6
740,6
4767,6
449,6
2190,6
3059,6
3312,6
1569,6
2128,6
3448,6
1378,6
2403,6
4086,6
3922,6
5872,6
6416,6
6067,6
2976,6
4531,6
1601,6
2482,6
1598,6
3939,6
5691,6
5489,6
1741,6
5012,6
6069,6
4739,6
3325,6
1489,6
2246,6
1377,6
3494,6
4619,6
4887,6
5482,6
4588,6
3976,6
2374,6
4351,6
5015,6
387,6
3860,6
1275,6
3683,6
2062,6
1528,6
5201,6
251,6
6073,6
5085,6
3822,6
4218,6
6156,6
4845,6
2632,6
4316,6
1636,6
3136,6
535,6
5792,6
445,6
4461,6
2832,6
2500,6
2364,6
3216,6
1221,6
2819,6
4002,6
2042,6
2897,6
6315,6
6150,6
6259,6
3326,6
1834,6
1140,6
5982,6
2114,6
2829,6
2432,6
3236,6
1362,6
2730,6
2809,6
1642,6
1100,6
5392,6
4622,6
228,6
5241,6
4706,6
6238,6
448,6
2668,6
917,6
1325,6
6087,6
2303,6
2675,6
511,6
6350,6
4995,6
5370,6
6311,6
2121,6
4867,6
6445,6
3596,6
4440,6
597,6
2489,6
4689,6
2581,6
2862,6
3391,6
5187,6
1722,6
2794,6
2710,6
2494,6
4322,6
4015,6
2565,6
4822,6
5388,6
868,6
5445,6
3412,6
2563,6
5151,6
2252,6
4281,6
5440,6
5586,6
6470,6
5923,6
2126,6
4515,6
3065,6
3620,6
4671,6
1172,6
5987,6
6145,6
4618,6
6203,6
995,6
5199,6
2812,6
3174,6
5147,6
4442,6
2601,6
5809,6
100,6
4961,6
4006,6
6274,6
1302,6
3330,6
4189,6
5830,6
5535,6
1196,6
2629,6
293,6
3443,6
6374,6
773,6
5858,6
1198,6
563,6
6100,6
3318,6
608,6
1640,6
1520,6
681,6
5371,6
4289,6
5449,6
1641,6
1607,6
5453,6
829,6
4684,6
6110,6
3081,6
1931,6
5976,6
149,6
3061,6
3793,6
5165,6
5152,6
1686,6
4272,6
4830,6
5810,6
5168,6
6418,6
4506,6
1250,6
4087,6
5304,6
2287,6
5519,6
1936,6
1318,6
1319,6
3072,6
3190,6
5686,6
5242,6
4161,6
1934,6
5722,6
1911,6
3629,6
4581,6
1624,6
5227,6
4364,6
1018,6
6358,6
350,6
1034,6
568,6
5269,6
3974,6
3903,6
4439,6
2350,6
5903,6
5646,6
2241,6
989,6
3062,6
5713,6
2413,6
3808,6
5203,6
3259,6
6027,6
4922,6
5685,6
1915,6
3137,6
5867,6
1424,6
6062,6
5980,6
3409,6
3046,6
6472,6
1145,6
4056,6
1013,6
6376,6
604,6
5533,6
408,6
4046,6
1102,6
5003,6
292,6
2078,6
2553,6
6345,6
5108,6
5879,6
3465,6
6128,6
6396,6
2094,6
270,6
5359,6
1922,6
1894,6
1762,6
1947,6
5441,6
6292,6
2787,6
4975,6
1444,6
5181,6
1127,6
1065,6
77,6
5330,6
328,6
6195,6
5786,6
6231,6
4963,6
6089,6
4729,6
3512,6
4303,6
1842,6
6484,6
1576,6
3837,6
1371,6
4207,6
6016,6
1586,6
496,6
4346,6
5599,6
4712,6
1738,6
5780,6
1724,6
1270,6
1200,6
6455,6
1656,6
472,6
4863,6
5665,6
5968,6
630,6
4841,6
5395,6
5052,6
2185,6
3478,6
4640,6
6242,6
6280,6
1836,6
5464,6
5799,6
6331,6
1049,6
2978,6
1294,6
6152,6
6327,6
4294,6
5888,6
3748,6
5123,6
5234,6
6025,6
6440,6
4934,6
1906,6
3861,6
3622,6
1122,6
361,6
1118,6
6338,6
2013,6
3384,6
3340,6
5140,6
3811,6
3968,6
4355,6
1540,6
1084,6
5494,6
2141,6
516,6
2915,6
3280,6
410,6
2791,6
5096,6
2397,6
1187,6
3585,6
2673,6
4732,6
3125,6
1695,6
5741,6
1602,6
5678,6
4736,6
3727,6
5554,6
5908,6
6282,6
2681,6
674,6
168,6
4583,6
6300,6
1062,6
5874,6
4507,6
4077,6
2080,6
1364,6
305,6
374,6
4775,6
3871,6
1343,6
2351,6
5950,6
4066,6
2589,6
4745,6
5952,6
5740,6
614,6
2015,6
5658,6
2811,6
4370,6
309,6
450,6
3191,6
5480,6
1955,6
4790,6
3780,6
715,6
4827,6
4385,6
378,6
6125,6
3441,6
1083,6
249,6
2321,6
382,6
4103,6
4436,6
3497,6
1513,6
6308,6
162,6
1412,6
52,6
1258,6
639,6
4725,7
1878,7
6433,7
2318,7
5378,7
4598,7
6411,7
2683,7
4786,7
5841,7
5577,7
857,7
4019,7
4587,7
5653,7
606,7
4466,7
3284,7
5442,7
407,7
6276,7
2866,7
5233,7
5921,7
3052,7
5014,7
901,7
206,7
3507,7
5384,7
3232,7
2460,7
1111,7
1584,7
259,7
6267,7
4156,7
6366,7
805,7
3212,7
2019,7
501,7
3007,7
5339,7
2726,7
6356,7
986,7
1323,7
5768,7
5184,7
1162,7
4397,7
2440,7
503,7
858,7
6372,7
5511,7
1030,7
2162,7
4584,7
2643,7
4180,7
1541,7
4215,7
638,7
4437,7
5702,7
1450,7
5289,7
2931,7
3267,7
4471,7
1983,7
2053,7
1204,7
4715,7
4909,7
2048,7
3069,7
3498,7
4482,7
2974,7
5603,7
3432,7
4454,7
1098,7
2798,7
4740,7
1845,7
369,7
5782,7
5591,7
1974,7
904,7
941,7
5759,7
4607,7
1088,7
5429,7
5693,7
648,7
4183,7
5761,7
4942,7
1978,7
6217,7
1975,7
3954,7
5825,7
281,7
2467,7
1766,7
4457,7
5200,7
589,7
6414,7
2568,7
1125,7
6241,7
3319,7
2411,7
4861,7
5325,7
4797,7
2493,7
364,7
6246,7
3468,7
2602,7
4395,7
3899,7
4600,7
5254,7
366,7
4165,7
3131,7
5838,7
2580,7
2172,7
4840,7
3383,7
6272,7
4438,7
1279,7
4716,7
6162,7
2847,7
1747,7
1024,7
4336,7
3246,7
1887,7
7,7
1134,7
2251,7
4688,7
6485,7
6207,7
2370,7
1177,7
1691,7
3742,7
4493,7
2790,7
2985,7
874,7
2323,7
1919,7
4184,7
4674,7
6163,7
5084,7
5202,7
5946,7
5916,7
3506,7
836,7
3451,7
5270,7
1889,7
5580,7
2052,7
2728,7
2152,7
377,7
4979,7
5110,7
3809,7
2465,7
3904,7
5723,7
4222,7
5349,7
4586,7
1886,7
346,7
2106,7
1727,7
5341,7
2997,7
6305,7
5183,7
198,7
2248,7
806,7
1984,7
2823,7
4580,7
4182,7
978,7
4211,7
887,7
6102,7
2567,7
1675,7
4369,7
2253,7
443,7
4185,7
974,7
491,7
2994,7
1053,7
6177,7
2486,7
3018,7
3760,7
3449,7
2354,7
3720,7
2488,7
4152,7
4805,7
4783,7
6475,7
4193,7
4914,7
6384,7
2368,7
1855,7
6395,7
5641,7
1756,7
2825,7
2538,7
5342,7
6362,7
2840,7
5860,7
6428,7
2055,7
4591,7
929,7
3776,7
209,7
2721,7
423,7
1093,7
2031,7
3766,7
2869,7
1665,7
2034,7
6229,7
5009,7
3154,7
3208,7
3821,7
288,7
1036,7
2725,7
821,7
2187,7
5917,7
5913,7
966,7
1896,7
2447,7
4202,7
1612,7
2961,7
1692,7
6262,7
2439,7
2518,7
6230,7
3429,7
492,7
3514,7
873,7
5344,7
3350,7
2667,7
4799,7
4251,7
6309,7
4898,7
942,7
1917,7
6245,7
2072,7
5671,7
1644,7
4876,7
3031,7
1452,7
1016,7
952,7
357,7
6244,7
3453,7
4344,7
6256,7
2864,7
506,7
5174,7
5865,7
3388,7
5217,7
2441,7
1945,7
4818,7
3249,7
2707,7
3270,7
2358,7
4106,7
5178,7
5102,7
5546,7
950,7
5094,7
3036,7
5704,7
5506,7
4372,7
425,7
3827,7
2543,7
949,7
3648,7
5049,7
2260,7
5195,7
5764,7
3910,7
3615,7
5652,7
1058,7
5746,7
2666,7
5774,7
944,7
5192,7
4717,7
1001,7
3094,7
5505,7
2176,7
4892,7
4559,7
5078,7
4214,7
2875,7
2479,7
1651,7
6250,7
2795,7
389,7
5180,7
5167,7
2377,7
5906,7
5592,7
2108,7
5092,7
2428,7
1107,7
3368,7
3386,7
4624,7
5718,7
826,7
3768,7
6057,7
2706,7
2849,7
6228,7
3818,7
6010,7
413,7
3243,7
3352,7
5738,7
3889,7
802,7
5246,7
4226,7
2331,7
3969,7
4836,7
1133,7
1147,7
2392,7
3566,7
4828,7
5643,7
2995,7
1440,7
6313,7
5057,7
1939,7
2796,7
2235,7
3568,7
2556,7
2492,7
5552,7
2886,7
4702,7
5194,7
3912,7
4599,7
6273,7
1408,7
4465,7
4230,7
5128,7
5237,7
3161,7
4904,7
6302,7
2178,7
4328,7
3421,7
6351,7
4270,7
2599,7
4480,7
4426,7
3617,7
2325,7
2451,7
5106,7
4427,7
2249,7
2709,7
5644,7
5272,7
2438,7
1008,7
875,7
947,7
6012,7
5326,7
2215,7
265,7
1066,7
6336,7
5507,7
1010,7
6439,7
4903,7
4553,7
1405,7
6253,7
2427,7
6013,7
1459,7
6005,7
6198,7
5765,7
5728,7
3066,7
5918,7
1070,7
3823,7
1031,7
4073,7
4685,7
4257,7
3892,7
2194,7
6263,7
4412,7
3888,7
4216,7
3286,7
5642,7
5193,7
5265,7
205,7
1075,7
2880,7
2390,7
4956,7
5574,7
3829,7
3536,7
2526,7
4469,7
5176,7
1759,7
2830,7
4269,7
375,7
2999,7
442,7
5593,7
5255,7
1810,7
5596,7
5062,7
4319,7
2151,7
6399,7
339,7
1157,7
584,7
290,7
5581,7
2977,7
2852,7
5137,7
1841,7
1534,7
2173,7
5649,7
1002,7
1398,7
657,7
2674,7
5291,7
4120,7
4847,7
5091,7
4190,7
5562,7
896,7
3320,7
5220,7
2987,7
1973,7
583,7
279,7
3570,7
5595,7
230,7
5758,7
4516,7
1989,7
6171,7
3895,7
2149,7
3027,7
4225,7
5504,7
2381,7
4500,7
5115,7
2186,7
2239,7
6173,7
2841,7
5757,7
2515,7
1988,7
4273,7
5569,7
3102,7
5104,7
4766,7
1907,7
4885,7
2371,7
502,7
997,7
1979,7
3806,7
5866,7
4593,7
6422,7
4444,7
1726,7
6252,7
3915,7
3361,7
2973,7
938,7
4870,7
4692,7
453,7
972,7
5610,7
2387,7
5047,7
4217,7
2557,7
6294,7
2285,7
5278,7
3152,7
4590,7
3873,7
334,7
3202,7
2529,7
1949,7
5508,7
2113,7
6355,7
4602,7
1976,7
444,7
645,7
1208,7
5360,7
855,7
4585,7
4905,7
1856,7
1963,7
953,7
6486,7
1813,7
2039,7
3952,7
807,7
2300,7
2637,7
3283,7
4801,7
4871,7
4795,7
1081,7
1477,7
3430,7
2170,7
2958,7
5414,7
6469,7
2775,7
4972,7
6220,7
2949,7
5914,7
913,7
2679,7
4980,7
4265,7
946,7
5098,7
2904,7
2560,7
4181,7
5340,7
1693,7
1620,7
4698,7
6293,7
4076,7
2820,7
5474,7
5823,7
4154,7
2154,7
6008,7
902,7
37,7
4157,7
3181,7
4203,7
2454,7
2950,7
4332,7
1205,7
2577,7
5463,7
4113,7
3773,7
2800,7
4670,7
5275,7
1544,7
5268,7
4284,7
1846,7
2970,7
4917,7
2278,7
1003,7
943,7
2542,7
5245,7
3242,7
3844,7
4848,7
3608,7
3130,7
1614,7
1132,7
1201,7
4884,7
4908,7
1035,7
4789,7
4838,7
2153,7
1494,7
1888,7
5197,7
2150,7
5189,7
6214,7
5806,7
1466,7
5428,7
6296,7
4592,7
1451,7
4968,7
5099,7
5756,7
2980,7
5257,7
5561,7
2669,7
1007,7
5076,7
1056,7
1156,7
4924,7
2474,7
586,7
488,7
2499,7
2367,7
1067,7
2572,7
2314,7
5503,7
6462,7
430,7
2842,7
1000,7
5514,7
6011,7
4117,7
5452,7
5450,7
5748,7
2402,7
2792,7
4756,7
3153,7
3784,7
283,7
2671,7
5281,7
3588,7
2588,7
5343,7
243,7
2979,7
6174,7
1950,7
4886,7
2607,7
1068,7
4762,7
2924,7
3770,7
4578,7
2619,7
3428,7
5826,7
6400,7
5013,7
335,7
5521,7
1737,7
2704,7
5018,7
3769,7
5783,7
4562,7
128,7
513,7
4408,7
1938,7
2761,7
4761,7
2037,7
4911,7
3261,7
5050,7
4271,7
2887,7
797,7
1892,7
3385,7
2519,7
1150,7
4843,7
2837,7
3893,7
3206,7
5155,7
1160,7
4274,7
3991,7
3413,7
4511,7
200,7
4114,7
4413,7
318,7
2696,7
4473,7
4798,7
2598,7
951,7
3551,7
2090,7
5327,7
5185,7
3467,7
4398,7
4492,7
4133,7
2964,7
4070,7
4651,7
5319,7
5703,7
5292,7
4589,7
5116,7
948,7
358,7
5041,7
2490,7
4757,7
3869,7
5223,7
2885,7
504,7
3519,7
2276,7
62,7
6446,7
3774,7
1628,7
3241,7
6158,7
2442,7
1038,7
1475,7
5235,7
4601,7
4695,7
4321,7
3415,7
898,7
2817,8
4542,8
5932,8
4875,8
4375,8
5271,8
5280,8
2685,8
4564,8
267,8
3264,8
5088,8
4852,8
1667,8
2033,8
4402,8
4773,8
2815,8
5259,8
3941,8
2322,8
4985,8
2506,8
1621,8
2443,8
5936,8
3582,8
2714,8
2271,8
390,8
1879,8
1787,8
3002,8
2436,8
4629,8
5353,8
1880,8
5683,8
1549,8
1757,8
481,8
1758,8
2209,8
2041,8
828,8
1854,8
3988,8
3001,8
2435,8
2736,8
1449,8
5075,8
4668,8
3011,8
3396,8
4772,8
2935,8
2466,8
5083,8
4373,8
4661,8
4394,8
1910,8
495,8
3932,8
3981,8
5069,8
2444,8
1202,8
5256,8
2197,8
2523,8
4262,8
5067,8
6401,8
2865,8
5263,8
3314,8
5935,8
2735,8
5531,8
4530,8
4977,8
2694,8
3231,8
3093,8
5794,8
5934,8
3103,8
4456,8
2947,8
3092,8
5079,8
2905,8
4472,8
4121,8
4890,8
4525,8
5288,8
4990,8
5717,8
1929,8
3322,8
3218,8
2786,8
2378,8
3983,8
1673,8
2705,8
2621,8
4595,8
5931,8
2943,8
6365,8
2224,8
1090,8
5072,8
4489,8
4851,8
2398,8
5933,8
1061,8
4403,8
6364,8
4349,8
2818,8
498,8
3989,8
3581,8
2944,8
5939,8
6386,8
1120,8
3579,8
278,8
4352,8
4900,8
3005,8
1619,8
455,8
2882,8
2478,8
4521,8
3897,8
4862,8
1403,8
4628,8
5060,8
4771,8
4347,8
588,8
5266,8
6385,8
440,8
1269,8
2475,9
2419,9
3204,9
2426,9
